review,score
Product is great - Unfortunately -when you ship a box of fragile items in an envelope - they get crushed - every individually packed bar is smashed.,3.0
I liked the size. I disliked when they were gone. These delicious made me greedy for more.,5.0
My kids love these. :) Worth the buy.,5.0
These bars were not fresh.  They were crumbly and in pieces inside the individual packages.,1.0
This was great the peanut butter one surprised me. I hate peanut butter but lemme tell you something this was great!! Definitely recommend!!,5.0
couldnt find in store so looked here and was glad to see them  not something I want all the time but love them and from time to time I need them. the have a great taste and they are individually wrapped for convience would recomend,5.0
"I use too snack on cookies and junk during a busy day at work. So I decided too change my body and these is a great source of snack too eat . These prunes is very fulfilling. I recommending buying them from the store too, they are much cheaper.",5.0
Nice product to keep on hand.,5.0
Tasty,5.0
"These were hard, chewy, and tasted old. Definitely do not recommend. Not at all what I expected. They won’t allow a return even though the product is terrible quality and spoiled. I’m really upset at the waste of money.",1.0
A few of them were dry.,4.0
Small amount for price.,3.0
"Good flavor, like that they are wrapped individually and easy to open.",4.0
Favritible and tasty,5.0
Consistent quality- perfect snack for a mild sweet tooth!!,5.0
The expiration date on these is 1.5 weeks after I ordered them. Totally unreasonable for a bulk order of 40 bags of chips.,1.0
We love these they are delicious and always fresh,5.0
just got these chips yesterday and the expiration date is 6/20/23!!! Also the bags aren’t full and some barely have anything in them. I am not happy with this order and won’t be buying them again.Total ripoff!!,1.0
These are great chips. Wanted better portion control - these fit the bill perfectly!!,5.0
"Regular lays have only potatoes, oil,  and salt.This adds sugar and dextrose ruining the flavor.",1.0
"Most the bags are air, could be the manufacturer.",3.0
We have purchased these several times. We like that they are baked and not fried. Only issue we have is that some of the bags contain way too much salt. But they are fresh and crispy.,4.0
The chips were delicious but each and every bag was under-inflated and all the chips were crushed.,2.0
Mediocre as if old not fresh inventory,3.0
These chips are delicious.,5.0
Exactly what I needed to make trail mix and the price was a bargain!,5.0
Really love These just expensive,5.0
"Good product, fast shipping.",5.0
😁,5.0
It said it was 50% or less of peanuts I think they should’ve said it was 75% peanuts. There must’ve been only five pecan pieces and maybe 10 cashews planters. Should be ashamed,1.0
"I went to reorder the Deluxe Mixed Nuts my family and I like, and I saw that the Lightly Salted option was less expensive (and we actually prefer lightly salted). However, when we received them today, they are several nuts included that we do not like (and one that my husband cannot eat). I was confused about what happened, and looked back at the order. Apparently, the ""lightly salted"" option is an entirely different assortment of nuts. This is misleading on the web page. Since they are food items, they are not eligible for return, and I could not find a resolution by calling or chatting. I guess we will just have to find someone to gift these to as we won't be eating them. Just be warned that the website is misleading before purchasing.",2.0
"This is a great mixture of nuts, they were also fresh.",5.0
Great nut,5.0
Actually mostly peanuts. Not sure I would call that Mixed,3.0
"I have bought these cans of different Planter’s Peanuts, both for us and also as gifts. They are delicious and we will buy them again! :)",5.0
Sugar and aspartame free! What else u need to know? Get them!,5.0
Nice mild chocolate mint flavor! I would buy again,5.0
Came as described and works very well.,5.0
don't chew too much or this gum will act as a laxitive!!,5.0
"The reviews are overwhelmingly positive so I assumed this would be a high quality gum. Seems like it is more natural than most other gums but I'm truly surprised at the taste. I got the spearmint, and for the first few chews it literally tastes like sunscreen and then morphs into a weird spearmint flavor... for like a minute. Disappointed.",2.0
You get what you pay,1.0
Taste good happy with my purchase,5.0
Sucralose/Splenda and aspartame give me migraines so I had to find a gum that had neither - this is good stuff and I keep packs all over. Just don’t let your pet near them,5.0
Chocolate mint sucks but all the other flavors are great,4.0
This should be marketed as trick gum since the flavor decreases sharply with each chew. One minute is the max a piece of this gum can be chewed before spitting it out. It tastes like wax after the flavor leaves. I had cinnamon flavor.,1.0
"I ordered four boxes of this product and they didn’t come in on the expected date. I actually forgot about the delivery. They eventually came in but were somewhat stale. They are still edible, but not really fresh. I’ll just get them at the store next time.",2.0
Makes a good treat,5.0
Little Debbie's never disappoints their always yummy and taste fresh,5.0
"Shipping took a little long, but fresh product",5.0
"These are my husbands favorite, I am sure they’re still good but Amazon sent me a box that expired 4 days ago.",3.0
"Ordered these cosmic brownies a few weeks ago just came today, but the expiration date says best used if by it’s already past that date.",1.0
😐,3.0
"I ordered these brownies since Sep 2022, they weren’t delivered till Jan 2023, other than that, they were delicious!",5.0
Took forever (5 months) to receive and were expired when the person I sent them to got them.,1.0
"I am not a brownie person at all, however I absolutely love these. They are soft, moist and fresh. Will definitely be purchasing more.",5.0
The freshness & flavors are out. I had to eat a 2nd one.,5.0
I really like that it wasn’t squished box and fresh.,5.0
"I didn't expect to like these as much as I do. They are REALLY good. I like the blueberry and vanilla bars, too. :)",5.0
"Looks like I’m going to have to give up one of my favorite snacks. I’ve discovered that these cause bad gas. This flavor is the worst. Also the caramel.The one that causes the least gas is the dark chocolate almond.It’s disappointing. Neither nuts or cranberries give me gas, so it must be something else.The last box I got was really lacking in cranberry pieces, too.",3.0
Love these KIND Bars. Tasty and Healthy.  Good value for the money. Arrive Quickly.,5.0
Kind makes some great stuff. This? Not so much.,3.0
It has funky smell and my kids refuse to eat.,1.0
These cranberry kind bars are delicious. I started eating kind bars 15 years ago when I began to change my diet in a quest to lose weight. Over an 18 month period and 2 kind bars a day combined with a healthy diet I lost 160 pounds. I still eat 2 bars per day.,5.0
"Want a yummy alternative to granola?  I crumble this bar on top of my morning oatmeal or greek yogurt.  It adds the perfect amount of sweetness and satisfying crunch, in addition to a nice hit of protein.  Highly recommend!",4.0
Sabor incomparable. Realmente buenas barras.,5.0
Gracias por su Producto y su pernosanas que trabaja le mando uno abrazo grande y una bendición,5.0
Good snacks,4.0
All came in a bag. Everything was smashed. All the gushers have been gushed.,1.0
🙌,5.0
:),5.0
HFCs. No Bueno. Not good for developing kids or adults either,1.0
Looks a lot like of fruit flavor,5.0
A mi hija le encantan,5.0
My daughter's love these things!!,5.0
Absolutely love these!!! I mostly got these for the gushers but I also loved the foot roll ups as a kid. The only thing is I wish it was like 9 items total not 6. I think that would’ve better a better money value especially if you’re sharing it between multiple people.,4.0
"Hubby is addicted to this particular mix. I don't care for cashews, but the almonds are crunchy and fresh.",5.0
"Add to salad, make it an afternoon pick-me-up snack, or just munch anytime.  Delish!",5.0
Rica la fruta seca con cacahuetes,4.0
"It tastes good, a bit too much crambaries",4.0
So nice to get this delivered... nice balance good taste,5.0
Arrived on time and it’s a Good mix,5.0
This has become my favorite go to snack.,5.0
Very generous on nuts at this price. Just be sure to shake it up or you might think it's all cranberries at first. The nuts settle.,5.0
I really liked the Happy Belly Cranberry & Nuts Trail Mix but the last two or three bags have been filled with mostly cranberries. You have to hunt for the nuts & at over $15 per bag this is just unacceptable. I buy a lot from Amazon but this product has become a disappointment.,2.0
"Got these for snack on field work, going to try put m&m with them in a baggie and take with me on jobs. Good value.",5.0
"Bomb, everyone will enjoy them. Not too sweet either.",5.0
Like the small size.,5.0
Great value.,5.0
My kids LOVE these. They would eat the whole box at once if they could. I love that they have good ingredients and they're tasty! Win win win,5.0
These are a delicious little fruit snack. They are small and very convenient to put in my pocketbook. They are so good!,5.0
"Wish they were a little bigger. Great flavor, I have to sneak them when the kids aren’t looking or I won’t get any…",5.0
"My toddler loves them, and so do I. Natural ingredients, soft texture, and great taste. However, these prices are really high for this.",4.0
My husband loves these. Highly recommend for a sweet treat.,5.0
"Can't rate, as never opened product after seeing what I thought was sugar-free, for spouse who has Diabetes. Gave as gift to spouse who checked the ingredients first only to find it has 10G sugar! What did I miss? Very disappointed & a waste of my time & money. What a shame...",1.0
"I love the favor of these fruit strips.  But was confused this time.  2 small boxes in a small cardboard box.  Why did the box say. ""used"".  Is this a return.  I paid for a new food item.  You gave me the heebee jeebies.  I want to return.",3.0
"good quality candy, fast shipping, fair price.",5.0
"Description says two bags, but you get one. This product is cheaper at target and other brick stores",1.0
I thought this was for 2 bags!,1.0
What I liked R the separate packages and the overall cost.,5.0
I love that I could find them I did not like the prize,5.0
Very tasty!!,5.0
Purchased as a gift.,5.0
I love these..  Have them with my coffee ery morning!!!!!!,5.0
Love this product,5.0
When I received my order the candy bag was opened and candy was missing.,1.0
The last batch of these I purchased were hard and felt like my teeth were going to break off. This is not normally the case.I like the ingredients in here for a more natural processed snack. The flavor is good and the nuts have enough fat and protein to keep you energized for a while. The chocolate on the back/bottom makes you feel like you’re giving yourself a treat as well.,3.0
They we're close to expiration date so probably why they were on special price and kind of hard to chew. You really had to work at it,3.0
"Per Kind ingredients, these are healthy and great for our children and ourselves. So enjoy and don't feel guilty eating or serving them.",5.0
Love these bars,5.0
I have this product on a delivery schedule very tasty and addictive but healthy,5.0
Didn’t realize when I purchased but product expired before I even ate the first one of the two boxes I purchased. Bar is definitely not fresh. They are hard & hard to eat. Not fresh like you would buy in store. Lesson learned.,2.0
DELICIOUS!!,5.0
Great price! This order has twice the amount of bars for the same price as the grocery store. Thanks Amazon!,5.0
Delicious and Healthy!,5.0
"These bars taste really grater, and there's 5g of protein and only 4g of added sugar in each 40 g bar.",5.0
Good,5.0
Arrived with less than two week expiration date!,1.0
These are so close to the expiration date,1.0
"Yummmy! convenient, affordable.  Great for snacks, lunches, office meetings. Easy to travel with, individually wrapped.  Nature Valley has a variety of flavors.  The coconut is actually in the bar, not an added flavor.",5.0
The Nature Valley variety pack is not out of date but these 2 boxes are. The out of date on these boxes are May 14 2023. That gives me 11 days to eat 10 bars.,4.0
this have just enough sugar that sweet taste is not overpowering.,5.0
My mom ended up eating it all and didn’t save me none because of how good it is 😩,5.0
"Bought these for my grandson, he is into protein and eats them for snacks during the day at work.",5.0
This granola bar tastes soooooooooo good.  Absolutely delicious!  I mean we're talking coconut and almonds!  You can't go wrong!,5.0
"Careful.  Too addictive.  Can't just eat 1,2, or 3.",5.0
product arrived with 1 week of shelf life remaining.Nothing in the listing indicated I was buying expiring stock.,1.0
I received these end of April and they expire May 23 . We had over half a box thrown away . Very disappointed,1.0
Love the variety but the chips tasted a little stale and there was an open bag in the box so there were chips everywhere.,3.0
"Everything would have been great except half of the order was already out-of-date! Yo make it even worse, the rest was within a week and a half of being out-of-date. So disappointing.",1.0
Chips expiration was 3 weeks from when I got them.,1.0
I like that there were different types of,2.0
"I just ordered this on May 29 2023 and the expiration date on the chips that were shipped to me was too short: July 18, 2023",3.0
I purchased this for a Church event and they came in handy,5.0
Who doesn't like snacks lol,5.0
"These are exactly as they say they are, and they are perfect in every way except that they’re too small for me. I am a grown-up and they’re just a tease. At least for me anyway, I can’t eat just one bag.",4.0
I wasn’t impressed at all they looked & taste old…I have no way of returning them so threw them away…,1.0
Delicious!  I mix them in a candy jar with the M & M Peanut's for the grandkids for when they visit. They love to see what is in the jar each time they come over.,5.0
"Want the M&M logo on candies - if seconds, should be advertised that way",2.0
,5.0
Product was old. Chocolate had a look of oldness. White on it. I threw it away.,2.0
The package had tire tread marks on it. It had been run over by a vehicle. Contense was smashed,1.0
My grandchildren love M&M’s!  They really favor the caramel & peanut butter.  They come in a handy resealable bag.  Came fresh and in good shape.  They weren’t all broken up or melted.  I like the size and convenience.I seem to always be ordering these.,5.0
Love the combination of chocolate and caramel.  I like that they are NOT individually wrapped and easy to eat without getting chocolate melting on your hands.,5.0
Love the candy but not the price.,5.0
Probably not a good idea to order when the weather is hot arrived all melted together,2.0
"Tasty snacks, great for kids too. They taste good and I buy them for the health benefits. They are as advertised.",5.0
Very good,5.0
Great taste!!,5.0
"Always fresh, really enjoy them.",5.0
Arrived fast. Very fresh would buy again.,5.0
Really good value for the money and always fresh.  This is a really good product,5.0
Taste great and are very large!,5.0
"These are definitely good quality.  Brazil nuts aren't really that tasty to me, I just get them for the selenium, but they're fresh from this brand.",5.0
"I bought 2 bags of these nuts, what can you say a nut is a nut. Most likely I won't be purchasing them again, took to long to deliver , right at 3 weeks",3.0
"Buy them, Delicious",5.0
"Usually annie's are the best imo, I have not ordered the sea salt in awhile because of the price increase. I ordered a 12 pk of both Sea Salt and Sesame this time,  the Sesame are fine. Unfortunately the Sea salt flavor ones were almost rubbery (hard to bite apart) and tasteless... with an expiration date of August, they were horrible, possible badly stored? Quality always seems to fluctuate with this flavor.",1.0
"These were once my favorite Seaweed snacks but they are so thinly sliced now they break apart when you try to eat them, and most of the slices aren't even a full slice.  I'm going to look elsewhere now.",1.0
"I for some reason was thinking these would have more of a chip like texture, or be thicker. But they’re paper thin and crumbly and do not make a good snack. I’m really upset I wasted the money on these as they won’t be eaten & they were expensive.",1.0
"Absolutely Delicious!!!! Freshness, Flavor, and Taste is out of this world!!!! I recommend everyone try it even if you don't eat seaweed I guarantee you will afterwards.",5.0
"I am very satisfied with my shopping experience this time. The product matched the description provided by the seller, and it was very accurate and true to its description. Overall, I am pleased with the purchase and will definitely consider buying from this seller again.",5.0
Great snack for on the go and gluten free,5.0
"I love wasabi nori, and was excited to be able to buy these in bulk — but sadly, these don’t have the same flavor as the ones I’ve bought at the grocery store. On those, you can visibly see wasabi powder on them, while these tasted like just salt :(.",3.0
"Now I realize that it is the ""sea salt"" flavored variety I ordered, but the salt level was so high that it ruined the treat.",1.0
a little oily but taste good and crispy,5.0
"Wear a sock in the summer for a week, cut off a 1”x2” piece and put in toaster oven for 3 min and enjoy!..Probably would taste better then these🤮",1.0
Candy was as hard as a rock.,2.0
"This is a tiny bag, at an absolutely absurd price? I assumed it would be huge for this price… but it came with 20 pieces of candy total, and not eligible for returns. Very disappointed",1.0
"the 2 packages i received were old or something happened to them .very hard ,almost couldnt chew.",2.0
Would not buy.,1.0
Too small of a bag.  Could’ve have gotten it from the Dollar store for same amount.,1.0
I neglected to read how many ounces there are. This is a $1.50 sized bag.,1.0
"Love these.  Ordered some for easter to share with my son.  Good flavor, as always, but the bag was pretty stale.  Definitely not fresh.  Would have paid more just to get a fresh bag.",3.0
They were good but they weren't Very Fresh or soft.,3.0
This bag is maybe a $1 item at the store. Look at the other reviews. This is not a good value for $6. You maybe will get 20 pieces of stale candy. Don’t drink and prime ladies and gentlemen,1.0
The candy is so hard and the bag is not even half way full.,2.0
These nuts are delicious and always fresh.,5.0
"The best price in Walnuts, and they’re Fisher, so they’re the best.",5.0
"I love Fisher products! They also have the best price, but they’re cheaper in the bag. That’s the only complaint I have, but these do come with that handy reusable container😁👍🏼",4.0
Mo nuts,5.0
"Great price, quality product",5.0
I enjoy these as they are a healthy snack at a good price.,5.0
I used them for baking. very satisfied,5.0
Cheaper than in stores. Arrived fresh and maintained grease taste the entire month I used it for salads,5.0
I use them for salads and they're a nice addition.,5.0
"All joking aside, they work out well for the project.",4.0
Útiles para una diets,5.0
"I love these KIND cranberrry bars, but not when stale.  The oil in them has degraded, so they taste like stale oil.  Cannot return though!",1.0
Its giving Almond Joy 😊.,5.0
Almonds & Coconut- it’s slightly chewy and since it’s a combination of two of my favorite foods -I’m a happy camper!  So delicious I Restrain myself to 2 bars per week. 💕,5.0
A snack,5.0
Good snack,5.0
The Kind brand snack bars are the best. The quality of nuts and chocolate and fruit is amazing and so is the taste,5.0
Snack,5.0
I love the combination of flavors. My favorite in the Kind products.,5.0
"We love kind bars in this house.  So satisfying with simple ingredients and not too much sugar.  Everyone’s favorite is the Caramel.  I did not like the blueberry, they were pretty bland.",5.0
Little gummies filled with joy. Shipment is a little slow but what’s that if not building anticipation?,5.0
Kids love them!,5.0
My box was tape closed and there was 37 in the box and not 42,1.0
I ate too many of them so I’m forcing myself to go without for a while.,4.0
My favorite sweetie...,5.0
My kid loves these... but every time I eat one I think I am consuming chemicals.,4.0
Brings out the inner 9 yo in me.,5.0
Got it sumner then I expected. It was a gift to my daughter who loves theses so much. I now live in a different state so I send them at different times so she knows I’m thinking of her. I wish they came in a box so it was a little bit of a surprise to her.,5.0
"I love gushers. Wish there were more of the tropical variety instead of the ones that are just strawberry. Otherwise, still a great candy!",5.0
Theses were purchased for a party. The children were happy to see these in their goodie bags.,5.0
Good by the handful. Good on oatmeal in the morning. Good in cookies. Good to top iced cakes.,5.0
This is one of six ingredients in my breakfast oatmeal mix.,5.0
Fresh almonds! Delicious!,5.0
"I got a subscription, I like these so much!",5.0
Good price. decent product.,4.0
"I use these in a variety of ways ... Add to cereal, add with fruit on cottage cheese, put on green beans and I add them in garden salad and chicken salad.",5.0
Almonds have always been my favorite nut because of the delicate wonderful flavor. Found that this brand of organic almonds lacked that special flavor. I am disappointed because I have found tastier almonds with the storebrand. I was expecting so much more from organic almonds featured on this website.,5.0
Not in good condition - affects taste and use.  All broken up - looks like dust.,2.0
"They were tasty, fresh and good",5.0
This was a good buy bags were even full! Will definitely buy again.,5.0
"Ever buy French fries and they forgot to add salt?  Ugh. Right?  Well these gummies are like that.  The ones I get at work are really nice and sour, but these ones from Amazon have very little sour.  So dissatisfied.  And I bought 5 of these big bags… you know: one for each kid, one for office 1 one for office #2, one for the house.",1.0
i love them,5.0
Great on price and fast shipping,4.0
"Always enjoy eating these. Bag could almost be eaten in one setting, that is how good they are.",5.0
Love this bought it to make a candy stash,5.0
Sooooo good!,5.0
Get the original flavor these are just OK.,3.0
I thought they would be really sour but they are perfect and now I’m hooked!,5.0
Its ok,3.0
This is by far the best bang for your buck!  The taste is amazing.  The price is fantastic.  I JUST WANT MORE WORMS INSIDE OF IT.  Lol!  It's like opening a bag of chips and realizing that it's mostly air.  Great overall!,5.0
Great flavor. Could eat the whole box at one time!First time the box of crackers arrived in a regular shipping carton without any broken crackers.Second time we ordered two boxes of crackers and  they came in a flimsy package (non carton) and 40% of the crackers  were broken.,5.0
These taste great. It’s light and crisp and have great flavor..,5.0
Excellent!,5.0
My moms loves these!,5.0
"Due to the non organic flax and seeds these are sprayed with glyphosate (round up) and have been tested with amts present in the crackers themselves,  always buy organic which these are not",1.0
This crackers are an addiction lol Love to eat them with hummus.,5.0
Bit plain tasting. Some broken in book but sturdy cracker.,3.0
These are very tasty and they hold up nicely to whatever you add to them. Will definitely purchase again,5.0
"We love these crackers.  Supply to our Fresh Marker not available.  Ordered 3 boxes, they arrived smashed in small little crumbs. Very disappointed.  William Bennett",2.0
I love these crackers. I opened them up and couldn't stay out of them.  There crisp and flavor able. subscribe and save I'm on my way. yummy!,5.0
"This was disgusting. Nothing like expected. Will not give refund or allow return, obviously.",1.0
This stuff is amazing … it’s only green and hour of chewing and I feel on my way to having the jawline of GIGA-CHAD!,5.0
Followed the instructions and it still felt like I had super glue in my teeth. Took several hours to get it out of my teeth and there's still a residue coating my teeth. This has to be the absolutely worst product sold on Amazon and you can't even return it so it's pretty much a huge scam.,1.0
This gum will do as advertised and tone up your face but the issue is it gets stuck in your teeth bad and will require a pick to clean. So if you’re into excessive dental care following a chew then this product is for you.,2.0
"I just received it, chewed it in my mouth for 10 minutes, I just tried it for the first time and I don’t feel any effect yet, but I understand that in order for there to be changes, you need to chew for several days, well, I’ll try",2.0
"Can't get it off my teeth,  no matter how much I brush! Trying to use a tooth pick to scrap it off, doesn’t help.",1.0
"I am not disappointed in the taste, and have used this every so often although not everyday as recommended.",5.0
It stick to your teeth and taste like dirt,1.0
"Package says 20 grams… the package alone weighs between 5 and 6 Grams. Th actual weight of product is between 14 and 15 grams. Shop elsewhere, this is an absolute scam.",1.0
Leaves a weird taste in your mouth and melts on teeth and you have to keep it in a certain temperature or it will melt in the bag,1.0
"The taste is great - little altoids that pack a punch. Each tin box came concealed in clear plastic wrapping but when taking off the wrapping, the tin box was sticky and white speckled. Most likely the mint particles that came through the tiny holes of the tin box. That would be my only complaint.",4.0
Perfect size for your pocket. I keep one in the car too.,5.0
These are the minis but they pack a punch to knock out bad breath!,5.0
I have a conspiracy theory that mint companies specifically design their products to be chewable because they want us to just eat the whole tin in one sitting. I’m not going to allow this to stand any longer.Mints deserve to linger and one mint should saturate your senses. These tiny mints aren’t good enough. You need at least 2 to be satisfied and they’re too easy to chew on and eat like candy.Fix your mints.,1.0
I use Altoids peppermints to calm an irritated throat.  The small mints are just the right size for this purpose.  I find the regular size mints leave an aftertaste.,5.0
"Always carry a tin in my purse, you never knowwhen your breath isn’t fresh. Love the peppermintflavor.",5.0
Great product for good value with good delivery service.,5.0
"Many years ago, I spent a year in England for work. I got addicted to the original Altoids. Not only did they take care of bad breath, but they also cleared the sinuses!!! Sadly, they also caused severe tooth decay (and may I add that getting dental care in the UK was a tad difficult).I've tried so many sugar free mint options, but none of them had the same punch that Altoids did. Until I discovered these! Do they taste as good as the original? Not really, but they do have the same strong mint kick. I also like that they're so tiny...the container (it's great to be able to put the tin in a pocket) and the actual mints. No need for overkill!Only one negative. These come in a plastic sleeve, and each tin is also wrapped in plastic. Once you get the second wrap off, there is always a lot of sticky, minty powder. You'll need to wipe that off before use. Heads up...don't touch your eyes when you have any of the powder on your hands!",4.0
runs out fast,5.0
"Great for traveling, container is so small :)",5.0
My favorite chip and nice in these portion controlled bags.  Otherwise I cant stop eating them. Nicely salted - not oversalted.,5.0
"i ove these potato chips. they do not have much fat, they do not have much salt, they are alwasys crsipy and delicious. they are the only chipps i eat. i wish these portions were a little larger: a double size bag would be great And, I wish  that they were less expensive to buy on anazon.. truthfully, when Costco has them in stock nad sometime on sale, I stock up on them.",5.0
Really doesn’t inspire me to buy more! Minuscule portions 21gI also bought a Walkers mixed bag and they were larger portions 25g and cheaper and were shipped from the uk!  Go figure?,1.0
"The boxes, both inner and outer boxes, were crawling with ants.",1.0
Yes these bags have a small amount per bag but they’re so good!,5.0
no me gusto,1.0
Portion control. Excellent chips,5.0
"These chips have a great flavor, especially considering they do not have saturated fat.  It is hard to find a good tasting snack that you don't have to feel guilty about eating.  It is also nice that the box is a variety pack.",5.0
"Highly recommend this triple variety pack of Cape Cod kettle cooked chips.  They arrived in great packaging, on time and have a fresh flavor.  Great to grab as a quick snack out the door.",5.0
I would prefer choosing a single flavor. Portion control is fantastic.  They arrive fresh.  Most of the time the box arrives undamaged.,4.0
The last batch of these I purchased were hard and felt like my teeth were going to break off. This is not normally the case.I like the ingredients in here for a more natural processed snack. The flavor is good and the nuts have enough fat and protein to keep you energized for a while. The chocolate on the back/bottom makes you feel like you’re giving yourself a treat as well.,3.0
They we're close to expiration date so probably why they were on special price and kind of hard to chew. You really had to work at it,3.0
"Per Kind ingredients, these are healthy and great for our children and ourselves. So enjoy and don't feel guilty eating or serving them.",5.0
Love these bars,5.0
I have this product on a delivery schedule very tasty and addictive but healthy,5.0
Didn’t realize when I purchased but product expired before I even ate the first one of the two boxes I purchased. Bar is definitely not fresh. They are hard & hard to eat. Not fresh like you would buy in store. Lesson learned.,2.0
DELICIOUS!!,5.0
Great price! This order has twice the amount of bars for the same price as the grocery store. Thanks Amazon!,5.0
Delicious and Healthy!,5.0
"These bars taste really grater, and there's 5g of protein and only 4g of added sugar in each 40 g bar.",5.0
These are my go to snack and are great for dips!,5.0
Great value,5.0
I sent these to my daughter so I don’t have a picture or video but I always ask her to check the expiration dates and these came nicely packaged and were fresh!Ty!,5.0
Flavor selection was good. Good size for snacks / lunch.,5.0
"I was expecting a case filled with little snack bags for my child's lunch. Instead, I open the box and there are only 19 individual snack bags just loose in the box.",1.0
These are not the mini pretzels as described. Arrived packed in a random box with only 20 1oz bags that were oddly 2 different sizes. I could have saved some money stopping at the gas station to pick these up.,1.0
My granddaughter loves these!  The perfect size package for everyone. They taste great!,5.0
Like the flavor and perfect-size bags.  These will be repurchased again and again.  Pleased with freshness and flavor.,5.0
My whole family enjoyed the taste and the uniqueness of the pressed pretzel.,5.0
Delicious flavors. Extra crunchy. Great for dipping in hummus. Not a lot on bags but enjoyable.,5.0
Love these cookies. Great taste not bitter or too strong. Amazon please instruct your package handlers that a cookie box needs a box for shipping. Putting the cookies in a blister package envelope didn't protect the cookies and 1/2 arrived broken. was going to return but not worth trouble. Please fix this issue have had other cookies arrive the same way. Can't serve broken cookies to guest. Thank you.,4.0
Nilla wafers are definitely better than these cookies.You can taste the artificial flavor.I ended up using these as dog treats.,2.0
Stale,2.0
Item was very stale.,1.0
I was extremely impressed with the flavor. I ate a few out of the box just to try it before I made banana pudding from scratch I was extremely impressed how they held up in the banana pudding however I can't say they lasted very long the banana pudding got ate up in less than 2 days and I made a huge batch it was a full size glass cookware because I did a homemade meringue top over the banana pudding this is the same glass dish I use for biscuits and full sheet cake and my deep dish homemade pizza I had bought the regular size vanilla wafers and the mini size from the same company and will be ordering more because they were absolutely delicious 😋..,5.0
"Upon opening these cookies, they were very stale.  There was no crunch to them at all.",1.0
"Taste stale and nasty, I know they are super cheap, but they should pay you to eat them….",1.0
The product was hardIt seemed like the product was not fresh,1.0
searched for GF vanillla wafter the amazon brand came up with others so i ordered. sadly it was not gluten free and should not have been an option,1.0
"These are just delicious.  We've reordered so many times I've lost count.  Packaging is good, taste is perfect, and they're so munchie delicious",5.0
Bought for a gift . They liked them .. I recommend,5.0
One bag was sealed yet void of any cookies  and the rest of the batch was extremely stale despite being sealed and well within date.,1.0
Love these cookies minis the oil used but it’s not the end of the world. Great protein snack for people trying to work out.,5.0
"I think its yummy, but i think the package is underweight.Also this causes me to fart like crazy, which is very abnormal for me",2.0
The double chocolate chip cookies are delicious. I don't like their soft baked cookies. I don't really like any soft baked cookie honestly. These are very satisfying. Will definitely be buying more.,5.0
I have these little chocolate cookies on auto-ship they’re so good! The right amount of sweetness and crunch.,5.0
,2.0
Reminds me of famous amos but healthier for you!,5.0
I love these cookies. I use to eat the original big Lenny & Larry cookies and I liked them but they just didn’t do it for me. These are fantastic. Just ordered my 3rd case of them. They give me the satisfaction that Famous Amos cookies do! Hands down the best protein cookies as a quick snack!,5.0
The fiber in these cookies is really good for weight control.  And they taste really yummy..,5.0
SO VERY TASTY!!!,5.0
"Others have left reviews saying this item arrived damaged from Amazon. I ordered it from prime in May 2023, & it arrived completely surrounded in bubble wrap, in a box with a half dozen other items, & it was intact.As far as the cheese... it's mild with extra mild. I've tried a few diff cheese salsas recently, just out of curiosity. This Pace mild with Jalapeño flavor does not taste very jalapeño at all.  It tastes kinda like cheese whiz from a can, watered down & then thickened up, with a slight tangy flavor.Everyone has their own preferred tastes, so ymmv of course. I think I'll stick to the big brand, medium flavored salsas & cheese salsas that I always have. I'm leaving this review with 4 stars, 2 for the flavor of the item, & 2 for the packaging Amazon sent it in, so it arrived in perfect condition.",4.0
Great product at a reasonable price with speedy delivery,5.0
Its a tasty product.,4.0
So why do I buy it !  I use the sauce as a base.  Add a lot of cheese powder so it's not too thin and some chopped Jalapenos because they darn sure aren't any in this sauce !  Then you have a nice sauce.  Not recommended.,1.0
"Great nacho chesse dip for tortilla chips, crackers, veggies, Stacey's pita chips, etc.Love this dip. Spicy but no blisters! Buy them 3 at a time! Stores either don't carry that brand or they're sold out!",5.0
,5.0
"To my husband and myself, it is awful.  Actually bought for the Jalapeno taste... there was none!",3.0
I've bought Dots at other locations and the box is a bit smaller.  Value for the product is way up there.,5.0
Good,5.0
"If you like Dots then purchasing this candy was great. They are being enjoyed by the person I gave them to. Arrived intact, perfect. Mahalo!",5.0
Great,5.0
"I thought the price was really good! 15 dollars for 12 boxes of candy! I love dots, so I had to get these. The flavor is really good. They are quite sticky, which can get annoying, but it's so worth it because they taste so good. Compared to other gumdrops, these are certainly the best ever! I find that other gumdrops have different tasting flavors that can be kind of weird, but dots have a perfect taste and they're so good!",5.0
"Dots r a favorite! I would like to c their cousin, Black Crows get a little less pricey!",5.0
These candies are a good sugar rush when my sugar drops. The cost was the same as the store but they came to the house all boxed and ready to go.,5.0
"Have not purchased ""Dots"" in well over 50 years.  They are a bit more chewy than I remember.  Somewhat too sweet.  I prefer the Jujy Fruits.",3.0
Very fresh. Each box is wrapped in celophane. My hubby was very pleased with my surprise.,5.0
Haven't had Dots in years. About one of the only really good classics available.Thank you.,5.0
These are delicious!,5.0
I love these. Very hard to stop snacking on them. Love 'em!,5.0
"It tasted a lot better than I though, really liked them! 😃",5.0
A lot of dusty powder.,3.0
I want to receive all of the product I ordered; not 2 out of 3 cans!,4.0
Perfect snack. Like the spice.,5.0
